PM10,O3,SO2,PM2.5,NO2,CO,V13305,V10004_700,V11291_700,V12001_700,V13003_700
119.0,74.0,15.651165895475991,46.0,58.0,1.1,0.0,1031.2,1.3,1.8,55.0
144.0,20.0,17.043990793537894,83.0,79.0,1.4,0.0,1025.8,0.8,5.2,61.0
182.0,44.0,17.269180004873036,110.0,89.0,1.428470868260006,0.0,1018.9,0.9,4.7,73.0
96.92259466269398,37.0,11.723679746983905,64.48113575071622,60.12762331400468,1.1048640624967954,0.0,1011.1,0.8,7.6,74.0
169.0,15.0,16.689289448729305,98.15702715442515,95.0,1.4536463080890187,0.5,1010.9,1.6,11.3,77.0
119.0,19.0,13.369983081475745,75.21920797468303,69.0,1.2028153219012743,0.3785379192051339,1021.4,3.4,6.0,79.0
152.0,41.0,14.235715213813748,100.03586257489917,69.0,1.3053251853576993,0.0,1026.8,0.7,2.5,82.0
97.08695277163505,44.0,11.825598578490677,68.35087677497239,61.54944932933671,1.0953289175119179,0.0,1029.6,0.7,3.6,81.0
95.95744156857464,46.0,11.644179641014006,66.79757119319584,63.27918491406133,1.1121629851768908,0.0,1027.4,0.4,5.8,83.0
96.92905711035816,53.0,11.677019882626169,67.12234088462205,62.358428844356965,1.110278213794667,0.0,1025.7,0.5,5.7,82.0
99.7328803773342,47.0,12.005699903875893,68.68210460814348,65.3062195587831,1.1291778675405926,0.0,1024.8,0.3,5.4,81.0
177.0,31.0,16.70430074418524,105.2489645975347,83.0,1.3752324127900124,0.0,1026.3,2.0,8.1,76.0
122.0,37.0,13.412912336880574,98.0,55.0,1.5,0.19349593379255214,1025.4,1.4,6.7,78.0
91.0,54.0,16.0,88.0,60.0,1.1,0.0,1025.7,0.7,3.9,87.0
150.0,26.0,14.319926247835667,98.89593780888865,80.0,1.389319838937554,0.0,1024.6,0.4,4.2,88.0
142.0,65.0,14.119838632464507,92.9550285365496,68.0,1.3,0.0,1025.9,0.6,5.1,80.0
160.0,86.0,16.11038008609151,102.74173159947375,74.0,1.4,0.0,1028.4,1.2,3.5,74.0
147.0,78.0,15.125174447039242,112.0,65.0,1.2,0.0,1026.7,1.6,7.2,64.0
172.0,71.0,17.273701329721746,107.44633467982831,87.0,1.5,0.0,1024.4,0.8,5.6,74.0
165.0,50.0,17.68410021946437,100.0,95.0,1.4,0.0,1018.7,0.7,8.2,66.0
168.0,70.0,17.07803138544616,111.0,74.0,1.4,0.0,1022.7,1.9,6.2,63.0
133.0,67.0,16.02331885728801,102.0,70.0,1.5,0.0,1022.4,1.7,3.9,63.0
135.0,35.0,17.321629924077996,88.0,85.0,1.4,0.0,1015.9,1.8,8.2,54.0
159.0,34.0,17.595087519340517,100.0,91.0,1.5,-0.13660117678229078,1014.0,0.8,11.8,63.0
57.0,32.0,10.049764788553361,41.488216362257226,62.0,1.0324844042881867,1.3,1020.0,2.9,6.6,86.0
4.0,28.0,16.0,33.20528224387527,54.0,1.4,0.5250525503050536,1031.3,0.9,1.1,89.0
39.0,18.0,18.0,105.0,54.0,1.4,0.4032757145774859,1028.9,1.0,2.2,92.0
61.0,47.0,16.0,57.577304828495734,47.0,1.3,0.0,1030.4,1.3,3.4,80.0
179.0,71.0,15.756776773058917,115.3248252437595,77.0,1.419020443603566,0.0,1029.7,0.9,1.3,85.0
131.5119776268473,81.0,14.731463759043898,85.57005551164116,78.0,1.2282709788107216,0.0,1030.4,0.8,1.6,77.0
161.0,97.0,16.617275355179103,104.80481326521789,85.0,1.5,0.0,1024.5,0.8,2.4,77.0
99.17602352629373,40.0,11.665507159736563,70.97790225156197,62.01483386007085,1.1407889708494774,0.0,1023.0,0.7,2.8,82.0
115.98096034239066,70.0,13.80419911227456,74.01031891385739,65.0,1.087087335460628,0.0,1029.1,1.6,3.6,70.0
85.0,71.0,13.258392737237315,52.0,60.0,1.0,0.0,1028.1,1.2,4.2,61.0
115.0,62.0,14.505725969499515,81.0,76.0,1.2,0.0,1020.8,1.2,4.9,67.0
161.0,85.0,15.280506634061439,100.77445871235096,66.0,1.4,0.0,1016.3,1.9,7.9,74.0
155.60528126597941,99.0,15.976332180211486,93.71244156812486,90.0,1.3929649119036172,0.0,1015.0,1.5,7.7,79.0
98.2372941822126,104.0,11.387648221554812,64.87753676496916,56.21961189942476,1.0913911614319,0.0,1014.8,0.9,8.5,79.0
137.0,55.0,13.52819485565216,83.16329014093986,68.0,1.2756189161493823,0.5,1011.4,2.7,10.4,81.0
104.0,45.0,10.00298712429894,99.0,52.0,1.393660975195742,0.5160511638932217,1012.0,1.3,11.5,95.0
162.0,56.0,14.118938877139108,106.0,64.0,1.3493207796353799,0.0,1018.2,0.8,10.6,81.0
107.24715721161087,127.0,12.360456034989184,66.95051885193953,63.0,1.1165314667950033,0.0,1015.0,0.4,10.7,77.0
160.0,90.0,13.92576284313811,91.44165708962586,37.0,1.0412611320680734,0.3,1017.9,2.0,12.8,61.0
123.0,70.0,10.76032742420179,107.0,30.0,1.2,0.24820659134357825,1018.7,2.2,8.4,78.0
42.0,53.0,11.0,43.0,18.0,1.0,0.8563420130332187,1014.7,2.2,5.7,97.0
